objectid,fire_year,discovery_doy,fire_size,latitude,longitude
1671317,2013,194,3.6,45.20293,-84.16854000000001
1671318,2013,201,0.4,45.312329999999996,-84.04435
1671319,2013,205,1.1,45.4928,-84.19888399999999
1671320,2013,111,15.0,44.271370000000005,-84.83991
1671321,2013,117,2.5,44.339319,-84.80204499999999
1671322,2013,118,1.2,44.48734,-84.60475
1671323,2013,122,2.0,44.306999999999995,-84.63464
1671324,2013,125,0.4,44.49473,-84.63167
1671325,2013,127,0.1,45.7874,-87.07815
1671326,2013,128,1.0,45.79166,-87.12262
1671327,2013,136,1.7,45.85302,-87.06421999999999
1671328,2013,118,16.0,45.819959999999995,-88.12533
1671329,2013,126,4.4,45.93723,-88.0592
1671330,2013,128,1.1,45.89718,-88.07066999999999
1671331,2013,124,13.3,43.956748,-85.336923
1671332,2013,179,0.1,43.90384,-85.2403
1671333,2013,237,1.0,44.11727,-85.24168
1671334,2013,118,3.0,44.841120000000004,-84.0312
1671335,2013,236,0.2,44.72459,-84.35217
1671336,2013,236,0.1,44.724579999999996,-84.34933000000001
1671337,2013,236,0.2,44.72457,-84.34643
1671338,2013,236,0.1,44.72456,-84.34281999999999
1671339,2013,236,0.2,44.72456,-84.34019
1671340,2013,236,0.1,44.724540000000005,-84.3389
1671341,2013,236,0.1,44.72448,-84.33482
1671342,2013,122,6.9,44.971784,-84.626182
1671343,2013,122,0.2,44.99906,-84.74208
1671344,2013,125,0.1,45.024404,-84.828903
1671345,2013,276,2.0,45.14333,-84.45793
1671346,2013,146,1.5,45.79609,-87.88216
1671347,2013,196,4.4,45.37614,-84.7876
1671348,2013,95,17.1,44.03859,-84.57601
1671349,2013,223,12.6,44.07302,-84.41501
1671350,2013,122,42.2,44.641059000000006,-85.439801
1671351,2013,224,0.8,44.5337,-85.495
1671352,2013,146,1.7,46.75284,-88.79585
1671353,2013,186,3.0,44.43517,-83.43061
1671354,2013,146,0.5,46.197379999999995,-88.42487
1671355,2013,94,6.7,43.63073,-84.64655
1671356,2013,121,1.7,43.78792,-84.63713
1671357,2013,118,1.3,44.70252,-85.18054000000001
1671358,2013,121,3.1,44.731666,-85.06666
1671359,2013,125,1.5,44.729576,-85.107726
1671360,2013,137,0.3,44.68919,-85.09908
1671361,2013,301,0.1,44.892406,-84.79748199999999
1671362,2013,138,6.4,43.02,-86.0449
1671363,2013,123,5.0,45.21288,-84.18174
1671386,2013,171,0.5,44.734757,-85.206019
1671387,2013,188,0.1,44.533204,-85.15100799999999
1671388,2013,230,0.2,44.791000000000004,-85.14975
1671389,2013,230,1.0,44.773528999999996,-85.136363
1671390,2013,237,6.5,44.79629,-85.21365
1671391,2013,124,0.5,44.02622,-85.58547
1671392,2013,145,0.1,43.90923,-85.8355
1671393,2013,177,0.5,44.13308,-85.81211
1671394,2013,214,4.0,44.02445,-85.71789
1671395,2013,127,0.7,46.319520000000004,-85.75729
1671396,2013,133,0.1,46.269220000000004,-85.45721
1671397,2013,159,0.1,46.6787,-85.41915
1671398,2013,159,0.1,46.67883,-85.41683
1671399,2013,160,0.1,46.67866,-85.41407
1671400,2013,161,0.1,46.6357,-85.42532
1671424,2013,161,0.1,46.63558,-85.42464
1671425,2013,163,0.1,46.67465,-85.41409
1671426,2013,167,0.1,46.685359999999996,-85.43852
1671427,2013,168,0.1,46.696021,-85.380764
1671428,2013,170,0.1,46.65867,-85.43911999999999
1671429,2013,160,0.1,46.10045,-85.53661
1671430,2013,197,0.3,46.16063,-85.49327
1671431,2013,128,0.5,46.32658,-87.36353000000001
1671432,2013,134,0.4,46.32248,-87.36708
1671433,2013,135,0.1,46.04572,-87.46618000000001
1671434,2013,135,0.1,46.04549,-87.46491
1671435,2013,137,0.8,46.26072,-87.48422
1671436,2013,137,0.3,46.42437,-87.75994
1671437,2013,137,0.1,46.42311,-87.7582
1671438,2013,163,0.1,46.57261,-87.45874
1671457,2013,167,0.5,46.29913,-87.52654
1671458,2013,187,0.1,46.522108,-87.413119
1671459,2013,228,10.0,46.483779999999996,-87.20704
1671460,2013,117,4.3,43.64172,-85.29775
1671461,2013,122,5.0,43.662811,-85.17612
1671462,2013,122,2.0,43.75119,-85.21299599999999
1671463,2013,126,2.8,43.807149,-85.368087
1671464,2013,128,0.5,43.78794,-85.49682
1671465,2013,197,6.0,43.8062,-85.46162
1671466,2013,110,9.7,45.286640000000006,-87.59759
1671467,2013,111,0.5,45.53665,-87.44065
1671468,2013,118,3.5,45.67232,-87.58592
1671469,2013,147,1.1,45.979690000000005,-87.44707
1671470,2013,165,0.5,45.76981,-87.55213
1671471,2013,192,1.4,45.49853,-87.7812
1671492,2013,197,2.1,45.74493,-87.62663
1671493,2013,199,16.6,45.77809,-87.51579
1671494,2013,89,0.5,43.58833,-84.29984
1671495,2013,92,4.1,43.78629,-84.38996
1671496,2013,92,2.0,43.741890000000005,-84.29769
1671497,2013,92,0.3,43.74201,-84.29134
1671498,2013,112,0.5,43.733059999999995,-84.54648
1671499,2013,123,0.5,43.678428000000004,-84.467229
1671500,2013,124,2.6,43.71215,-84.336672
1671501,2013,125,0.2,43.538127,-84.351376
1671502,2013,127,0.3,43.612140000000004,-84.405454
1671503,2013,136,0.9,43.55943,-84.529062
1671504,2013,136,0.2,43.730514,-84.53064499999999
1671505,2013,137,0.5,43.592208,-84.40866
1671506,2013,253,0.1,43.810097,-84.408858
1671527,2013,260,0.1,43.66222,-84.43392
1671528,2013,257,1.1,42.591390000000004,-85.68448000000001
1671529,2013,93,11.3,44.9326,-83.53532
1671530,2013,93,0.8,44.92492,-83.57436
1671531,2013,94,0.5,44.87683,-83.55552
1671532,2013,111,1.5,45.1779,-83.54361
1671533,2013,112,0.5,44.962061,-83.525966
1671534,2013,117,0.4,45.06073,-83.76769
1671535,2013,124,0.7,44.8829,-83.52346999999999
1671536,2013,271,0.1,43.681740000000005,-84.48810999999999
1671537,2013,318,0.2,43.794340000000005,-84.49122
1671538,2013,322,0.7,43.5398,-84.50572
1671539,2013,112,1.2,44.318568,-85.167197
1671540,2013,112,9.7,44.454223999999996,-85.186032
1671541,2013,117,0.5,44.47242,-85.263111
1671580,2013,128,0.6,44.312751,-85.28286999999999
1671581,2013,125,5.5,44.247759,-85.290638
1671582,2013,197,0.5,44.337306,-85.075942
1671583,2013,106,8.2,44.9994,-84.2339
1671584,2013,127,1.0,44.31705,-84.8107
1671585,2013,128,1.5,44.2841,-84.74135
1671586,2013,136,0.5,44.302440000000004,-84.6016
1671587,2013,191,2.0,44.445879999999995,-84.59626999999999
1671588,2013,191,0.5,44.43938,-84.5967
1671589,2013,125,0.5,45.008140000000004,-83.77159
1671590,2013,127,1.3,44.96445,-83.53447
1671591,2013,170,0.8,44.89581,-83.55238
1671592,2013,188,5.1,44.88536,-83.8279
1671593,2013,228,2.3,45.043145,-85.182581
1671594,2013,237,8.2,44.895161,-85.086579
1671637,2013,2,0.1,44.069379999999995,-83.90587
1671638,2013,124,2.2,44.1253,-83.75246
1671639,2013,135,0.1,44.15842,-83.87029
1671640,2013,235,0.1,43.98247,-84.0161
1671641,2013,260,0.9,44.04909,-84.07956
1671642,2013,266,2.3,46.822340000000004,-88.17474
1671643,2013,273,0.2,46.5843,-88.53748
1671644,2013,273,0.2,46.58126,-88.53674000000001
1671645,2013,96,52.0,42.439238,-85.309394
1671646,2013,216,1.5,44.44482,-84.39234
1671647,2013,169,5.1,46.09507,-86.33086
1671648,2013,112,6.2,44.306144,-85.348268
1671649,2013,118,0.3,44.257086,-85.366374
1671650,2013,122,0.1,44.31043,-85.41696
1671651,2013,122,0.1,44.31046,-85.41718
1671677,2013,129,0.3,44.293040999999995,-85.43933
1671678,2013,225,0.1,44.447909,-85.401928
1671679,2013,239,0.1,44.213665999999996,-85.38620300000001
1671680,2013,127,0.1,42.762658,-85.407329
1671681,2013,135,19.0,43.87227,-83.918025
1671682,2013,135,9.0,43.838390000000004,-83.92161999999999
1671683,2013,135,4.0,43.825759999999995,-83.92135999999999
1671684,2013,220,0.1,41.764769,-84.85679
1671685,2013,127,0.4,45.201693,-84.669358
1671686,2013,133,0.3,45.3414,-84.51751
1671687,2013,139,0.4,45.44148,-84.30041999999999
1671688,2013,206,0.5,45.273509999999995,-84.5659
1671689,2013,123,0.6,46.37988,-84.20034
1671690,2013,125,11.6,46.07374,-84.23129
1671691,2013,126,4.2,46.27459,-84.25014
1671716,2013,127,0.4,46.467079999999996,-84.41993000000001
1671717,2013,128,13.6,46.007540000000006,-83.58691999999999
1671718,2013,184,1.5,45.98124,-83.67322
1671719,2013,146,0.2,44.01542,-84.68632
1671720,2013,147,2.4,43.962509999999995,-84.77289
1671721,2013,147,1.6,44.04268,-84.83596999999999
1671722,2013,199,0.2,44.11889,-84.77127
1671723,2013,230,0.5,44.074259999999995,-84.69003000000001
1671724,2013,284,0.3,44.07097,-84.81605
1671725,2013,273,0.1,42.787822,-84.555802
1671726,2013,117,3.2,44.66502,-84.62026999999999
1671727,2013,117,6.0,44.66435,-84.61888
1671728,2013,117,1.2,44.511163,-84.81220400000001
1671729,2013,117,2.2,44.51701,-84.80635
1671730,2013,122,2.7,44.80428,-84.8054
1671748,2013,124,1.1,44.51886,-84.84905
1671749,2013,134,1.0,44.63746,-84.84763000000001
1671750,2013,136,0.5,44.63047,-84.58972
1671751,2013,226,0.6,44.78718,-84.64265999999999
1671752,2013,230,6.2,44.579029999999996,-84.62031
1671753,2013,232,0.2,44.81644,-84.75333
1671754,2013,237,2.5,44.74987,-84.45139
1671755,2013,94,0.9,44.04671,-84.92575
1671756,2013,111,0.7,44.0512,-84.80703000000001
1671757,2013,112,0.7,43.95596,-84.93463
1671758,2013,112,0.1,44.03147,-84.66833000000001
1671759,2013,117,7.0,43.96007,-84.99750999999999
1671760,2013,121,0.6,43.9488,-84.76899999999999
1671761,2013,122,0.6,43.98472,-84.70616
1671762,2013,122,2.1,44.13963,-84.88248
1671763,2013,124,0.2,43.982859999999995,-84.70621
1671764,2013,124,1.1,44.05164,-84.83830999999999
1671765,2013,124,0.8,44.04302,-84.81851
1671766,2013,124,1.7,43.9817,-84.79523
1671767,2013,125,0.5,44.007909999999995,-84.9009
1671768,2013,125,2.9,44.14978,-84.63409
1671769,2013,126,1.2,44.075309999999995,-84.83041
1671770,2013,127,0.5,44.097840000000005,-84.78451
1671771,2013,127,2.0,44.01206,-85.06865
1671772,2013,136,0.3,44.08941,-84.78532
1671773,2013,146,0.2,44.0513,-84.79884
1671774,2013,93,5.0,44.64437,-83.30755
1671775,2013,95,5.6,44.669140000000006,-83.36001
1671776,2013,107,2.0,44.656940000000006,-83.35383
1671794,2013,339,0.1,43.020564,-82.899465
1671910,2013,139,42.8,45.425670000000004,-87.84839000000001
1671927,2013,318,0.1,43.64354,-84.43061
1671928,2013,74,0.5,44.62747,-83.41286
1671935,2013,206,0.1,45.37959,-84.76895999999999
1723331,2014,144,0.9,44.59888889,-84.26
1723332,2014,156,0.1,43.975,-85.84166667
1723333,2014,203,0.2,44.57361111,-83.69972222
1723334,2014,168,0.1,44.45361111,-83.79138889
1723335,2014,145,1.6,44.27888889,-83.73916667
1723336,2014,109,1.0,44.48833333,-83.81694444
1723337,2014,110,2.5,43.88305556,-85.81333333
1723338,2014,167,0.2,43.85055556,-85.85
1723339,2014,145,0.1,44.21666667,-85.95444444
1723340,2014,111,0.25,43.41777778,-85.74083333
1723341,2014,114,1.0,43.4825,-85.77583333
1723342,2014,139,1.0,43.4175,-85.67861111
1723343,2014,143,1.0,43.51222222,-85.7
1723344,2014,116,0.25,43.71333333,-85.82138889
1723345,2014,101,3.0,43.7125,-85.98777778
1723346,2014,152,0.1,44.44527778,-83.96194444
1723347,2014,196,0.1,44.29055556,-83.59305556
1723348,2014,218,0.1,44.33972222,-83.70333333
1723349,2014,152,1.0,43.53,-85.80444444
1723350,2014,182,0.1,44.23333333,-86.08611111
1723351,2014,156,1.3,43.44111111,-85.70333333
1723352,2014,111,0.25,43.43972222,-85.69583333
1723353,2014,167,0.1,44.47277778,-83.57027778
1723354,2014,279,0.1,44.46027778,-83.78583333
1723355,2014,139,0.1,44.26361111,-83.43833333
1723356,2014,311,0.1,44.26583333,-83.62527778
1723357,2014,113,26.0,44.24666667,-83.7675
1723358,2014,120,0.1,44.28,-83.45972222
1723359,2014,129,0.1,44.56777778,-83.70194444
1723360,2014,227,5.0,44.14027778,-86.01222222
1723361,2014,150,1.03,44.17638889,-85.94972222
1723362,2014,166,0.5,44.36888889,-85.82277778
1723363,2014,149,1.0,43.94805556,-86.08972222
1723364,2014,143,0.1,44.04083333,-86.14
1723365,2014,303,0.2,44.17277778,-86.35222222
1723366,2014,118,0.1,43.60472222,-85.77055556
1723367,2014,150,0.13,43.54416667,-85.76638889
1723368,2014,118,2.0,43.46722222,-85.75277778
1723369,2014,162,2.0,43.385,-85.75111111
1723370,2014,221,0.1,43.39361111,-85.70638889
1723371,2014,118,0.1,44.63972222,-84.20083333
1723372,2014,118,0.1,44.63777778,-84.19972222
1723373,2014,138,0.8,44.23694444,-86.04
1723374,2014,103,0.01,44.11694444,-86.27583333
1723375,2014,147,0.1,44.28722222,-83.42138889
1723376,2014,222,0.1,44.41666667,-83.86277778
1723377,2014,113,0.31,44.19888889,-86.00638889
1723378,2014,151,0.1,44.5625,-83.72472222
1723379,2014,167,0.01,44.14083333,-85.95611111
1723380,2014,144,1.0,44.11944444,-85.9275
1723381,2014,213,0.3,44.61861111,-84.12972222
1723382,2014,213,0.08,44.6325,-84.13
1723383,2014,113,10.25,44.51,-83.68972222
1723384,2014,110,0.1,44.48694444,-83.84638889
1723385,2014,139,0.5,44.35277778,-83.54972222
1723386,2014,139,0.1,44.32083333,-83.55277778
1723387,2014,155,0.1,44.32972222,-83.68305556
1723388,2014,138,2.5,44.14194444,-85.94611111
1723389,2014,110,10.5,43.87972222,-85.76111111
1723390,2014,130,15.0,44.13222222,-85.8525
1723391,2014,144,0.1,44.54527778,-84.12722222
1723392,2014,145,0.1,44.56861111,-83.65527778
1723393,2014,146,0.1,44.46138889,-83.77805556
1723394,2014,167,0.3,44.29388889,-83.41638889
1723395,2014,131,0.25,44.16416667,-85.85916667
1723396,2014,182,0.1,44.61888889,-84.12944444
1723405,2014,207,0.1,45.945,-84.85805556
1723406,2014,164,0.1,46.41888889,-85.06305556
1723407,2014,156,2.5,45.89611111,-84.75611111
1728412,2014,100,2.25,44.48222222,-83.85527778
1728413,2014,281,0.1,43.64111111,-85.71861111
1728414,2014,219,0.1,43.81194444,-85.84972222
1728415,2014,108,0.1,44.45,-83.76
1728416,2014,156,0.1,43.63083333,-85.64166667
1728417,2014,252,0.25,43.53888889,-85.77083333
1728418,2014,146,0.1,44.42333333,-83.57527778
1728419,2014,144,0.2,44.265,-85.94583333
1728420,2014,99,0.2,44.36277778,-83.79972222
1728421,2014,146,0.1,44.24472222,-86.195
1728422,2014,185,1.2,44.52638889,-84.25
1728423,2014,213,0.25,44.61861111,-84.12972222
1728424,2014,220,0.1,44.64222222,-84.13
1728425,2014,160,0.1,44.66611111,-84.10027778
1728426,2014,144,0.4,44.21666667,-85.65722222
1728427,2014,99,0.1,43.39333333,-85.65361111
1728428,2014,118,0.1,44.26722222,-86.01166667
1728429,2014,176,0.1,44.35527778,-85.83444444
1728557,2014,186,0.1,46.05472222,-84.96305556
1728558,2014,156,0.1,46.30333333,-85.00611111
1728559,2014,223,0.1,46.41138889,-86.97666667
1728560,2014,144,0.1,45.9225,-86.91444444
1728561,2014,217,2.46,46.23444444,-84.88027778
1728562,2014,165,1.83,46.41888889,-85.06305556
1728563,2014,219,0.01,45.985,-84.93166667
1728564,2014,218,0.1,46.06944444,-86.53472222
1728941,2014,217,9.2,46.28301546,-86.09630165
1731243,2014,125,0.3,43.5972,-84.7306
1738542,2014,219,1.7,46.06843,-86.32347
1739079,2014,264,0.1,44.62222,-85.35474
1739519,2014,151,16.8,44.03463,-84.82970999999999
1739664,2014,226,1.0,44.63524,-85.10585999999999
1739902,2014,101,0.2,42.57458,-85.40796
1739926,2014,110,2.0,44.69628,-83.80676
1739943,2014,114,0.5,43.81388,-85.226496
1739961,2014,118,0.1,44.03957,-85.04123
1739963,2014,118,1.0,44.42927,-84.94768
1739964,2014,118,1.0,43.92993,-85.82099000000001
1739970,2014,118,1.3,44.373810999999996,-85.259599
1739971,2014,118,0.3,45.571360999999996,-84.731167
1739972,2014,118,7.8,44.82628,-84.14339
1739974,2014,119,2.2,46.18862,-88.4014
1739977,2014,121,0.2,44.68,-83.41593
1740008,2014,130,2.0,44.62617,-83.354355
1740023,2014,141,0.2,43.993520000000004,-84.91776
1740027,2014,144,0.1,45.40675,-84.22834
1740030,2014,146,0.2,44.07423,-84.80946999999999
1740039,2014,150,1.3,45.568999999999996,-84.523
1740040,2014,151,2.0,44.75345,-83.816
1740043,2014,152,0.1,46.201244,-88.38972
1740046,2014,154,0.1,45.148148,-85.04585300000001
1740061,2014,166,16.6,46.36013,-87.55966
1740074,2014,181,5.0,45.78626,-87.78289000000001
1740252,2014,298,9.8,46.06557,-88.36697
1740976,2014,100,0.1,44.97973,-84.58866
1741005,2014,132,0.2,44.682122,-83.577928
1741010,2014,139,0.6,46.40237,-87.55570999999999
1741013,2014,146,3.4,43.57917,-84.9603
1741016,2014,148,0.9,45.8779,-87.6729
1741032,2014,180,1.0,44.392291,-85.229692
1742044,2014,117,0.7,44.92601,-84.44948000000001
1742045,2014,117,4.0,43.3876,-86.2434
1742048,2014,118,0.1,43.56947,-86.22891
1742176,2014,131,6.0,45.49122,-84.25471
1742217,2014,136,0.5,44.8172,-83.4427
1742235,2014,138,4.9,45.8688,-87.47823000000001
1742334,2014,148,1.5,46.33245,-88.21864000000001
1742362,2014,152,0.3,43.96005,-85.82791
1742363,2014,152,9.3,44.61203,-84.70371
1742414,2014,158,0.1,44.59098,-83.33458
1742415,2014,158,0.2,44.59095,-83.33503
1742416,2014,158,0.2,44.59097,-83.33731
1742417,2014,158,0.2,44.59094,-83.33768
1742418,2014,158,0.1,44.590990000000005,-83.33814
1742419,2014,158,0.1,44.591,-83.33854000000001
1742420,2014,158,0.2,44.591,-83.334039
1742421,2014,158,0.2,44.59101,-83.33364
1742778,2014,206,0.1,46.356965,-87.377137
1742827,2014,215,0.1,45.84036,-87.47978
1743163,2014,278,0.1,46.2518,-85.41769000000001
1745060,2014,126,0.1,46.288779999999996,-87.4657
1745112,2014,142,11.3,43.62064,-84.53766
1746657,2014,100,30.2,42.570134,-83.57202
1746713,2014,106,2.5,44.061409999999995,-83.95435
1746751,2014,110,5.4,42.340098,-85.57474300000001
1746812,2014,117,0.1,45.222133,-84.81153499999999
1746814,2014,117,0.1,44.139228,-84.572773
1746881,2014,130,3.0,44.93312,-84.19749
1746939,2014,144,1.0,44.0233,-85.03349
1746940,2014,144,4.3,45.271,-84.649
1746941,2014,144,1.0,46.3107,-87.39483
1746948,2014,145,1.5,46.15934,-88.31668
1746964,2014,149,1.2,43.74899,-84.45295
1746970,2014,152,0.1,44.1071,-84.9588
1747000,2014,166,2.0,44.766059999999996,-85.32791999999999
1747001,2014,166,1.0,44.716,-84.76286999999999
1747014,2014,173,0.5,46.2785,-87.55894
1747023,2014,180,1.2,46.89501,-88.02091
1747044,2014,186,0.8,45.497594,-84.85076
1747351,2014,271,0.1,42.52681,-85.9324
1747472,2014,298,0.3,43.916484999999994,-85.32708199999999
1747473,2014,298,7.7,43.71841,-84.26615
1755224,2014,96,6.7,44.016009999999994,-83.820036
1755309,2014,98,0.8,43.597609999999996,-84.51106
1755320,2014,99,0.7,43.79551,-84.76657
1755369,2014,99,7.2,43.507490000000004,-84.26934
1755370,2014,99,6.6,45.12052,-83.7155
1755371,2014,99,0.2,45.043279999999996,-83.81355
1755680,2014,101,8.9,42.63258,-85.16247
1756180,2014,109,0.2,44.81431,-83.3584
1756278,2014,110,21.8,42.2596,-83.9317
1756286,2014,110,0.6,45.03213,-83.55896
1756366,2014,111,27.0,42.503640000000004,-86.0525
1756476,2014,111,0.3,44.1137,-83.97901
1756478,2014,111,3.9,44.01037,-84.5392
1756480,2014,111,154.0,41.829966,-85.038854
1756547,2014,113,1.4,43.51603,-84.19117
1756607,2014,113,0.2,44.70702,-83.39473000000001
1756618,2014,114,0.2,43.57546,-84.60488000000001
1756694,2014,114,0.9,44.10718,-84.54763
1756863,2014,117,1.0,44.84339,-85.26545
1756870,2014,118,3.0,44.28712,-84.603
1756874,2014,118,0.5,44.04629,-84.80629
1756887,2014,118,0.8,45.380083,-84.741694
1756891,2014,118,0.8,44.68795,-85.18162
1756892,2014,118,5.3,44.27194,-84.06663
1756943,2014,120,0.1,42.11685,-85.98368
1756944,2014,120,0.1,42.117129999999996,-85.98527
1756945,2014,120,0.1,42.11691,-85.98325
1756946,2014,120,0.1,42.1171,-85.98669
1756947,2014,120,0.1,42.11554,-85.98634
1756948,2014,120,0.1,42.11643,-85.98669
1756949,2014,120,0.1,42.115790000000004,-85.9845
1757158,2014,126,0.1,45.003003,-83.662224
1757167,2014,126,1.0,44.910059999999994,-84.87957
1757365,2014,130,2.0,46.420840000000005,-87.31402
1757381,2014,131,0.1,44.914371,-84.37920600000001
1757382,2014,131,0.1,45.017486,-84.513102
1757383,2014,131,0.2,45.78734,-87.10700000000001
1757428,2014,132,0.1,42.7465,-84.1165
1757448,2014,134,1.0,46.76086,-87.68623000000001
1757529,2014,138,3.8,44.50468,-84.15015
1757537,2014,139,1.0,46.487427000000004,-87.115902
1757555,2014,139,0.1,46.30849,-85.50901999999999
1757635,2014,142,1.0,44.35331,-84.23864
1757669,2014,144,0.1,45.266000000000005,-84.634
1757703,2014,144,0.3,45.140541,-83.64384799999999
1757705,2014,145,0.1,45.098079999999996,-84.06602
1757706,2014,145,0.1,45.09555,-84.69534
1757761,2014,146,0.1,44.135020000000004,-84.62744
1757772,2014,147,0.3,44.394059999999996,-85.22725
1757848,2014,152,0.1,44.577324,-85.321272
1757859,2014,151,1.0,46.2627,-84.49118
1757910,2014,155,0.9,45.43899999999999,-85.01899999999999
1757928,2014,157,1.0,44.4134,-85.5308
1757939,2014,157,0.2,45.064370000000004,-83.66632800000001
1757940,2014,157,0.3,45.135357,-83.72584599999999
1757970,2014,160,0.5,43.49493,-84.56557
1758221,2014,178,5.1,44.804970000000004,-85.411125
1758473,2014,192,4.6,44.738499,-85.055881
1758777,2014,221,0.6,44.00481,-84.94999
1759854,2014,300,6.6,42.41957,-86.05100999999999
1760452,2014,315,1.0,42.549587,-83.566375
1767087,2014,111,0.6,45.88494,-88.05136999999999
1769283,2014,101,0.6,43.59717,-85.44359
1770129,2014,130,1.1,46.12265,-88.29719
1770513,2014,165,0.1,46.10131,-88.30954
1772889,2014,110,0.5,43.84012,-84.77071
1772996,2014,139,0.1,43.2638,-86.0624
1773016,2014,148,0.2,45.024984,-84.709902
1773022,2014,149,0.4,45.09768,-83.43697
1773024,2014,150,0.1,44.46196,-84.57882
1773243,2014,299,0.5,44.93897,-83.78914
1776311,2014,100,0.2,43.89744,-84.70574
1776314,2014,100,5.0,44.22545,-83.81145
1776442,2014,101,1.0,45.043673,-84.45031800000001
1777142,2014,113,0.3,45.58944,-84.41691999999999
1777874,2014,130,6.5,44.45579,-84.7711
1777931,2014,131,18.3,44.12226,-84.77046
1777932,2014,131,1.0,46.3093,-87.37124
1778073,2014,137,32.1,44.802304,-84.562713
1778084,2014,138,0.2,44.80203,-84.516502
1778085,2014,138,1.3,44.8017,-84.51525
1778132,2014,139,1.0,44.563441,-84.777353
1778394,2014,147,1.6,46.2887,-87.46453000000001
1778395,2014,147,2.6,45.01716,-84.07945
1778444,2014,149,0.2,44.955614000000004,-83.629072
1778482,2014,151,0.1,44.994521,-84.656839
1778638,2014,156,1.0,45.358290000000004,-83.92345
1778696,2014,158,0.7,43.2117,-86.2081
1778874,2014,167,1.8,44.078509999999994,-83.87527
1779706,2014,202,0.1,46.30304,-85.49323000000001
1780128,2014,221,0.6,45.88929,-88.09265
1780152,2014,222,0.2,43.3954,-86.0922
1780848,2014,258,0.1,44.0638,-85.74168
1792296,2015,83,1.0,43.39916667,-85.66833333
1792297,2015,91,0.5,45.87277778,-86.94638889
1792298,2015,208,0.1,44.66333333,-84.02027778
1792299,2015,116,0.5,43.54527778,-85.85222222
1792300,2015,91,0.15,44.19388889,-83.72277778
1792301,2015,108,85.3,44.01916667,-85.26777778
1792302,2015,172,0.5,43.49861111,-85.68611111
1792303,2015,147,0.1,44.66333333,-84.02027778
1792304,2015,213,0.1,44.09555556,-86.41166667
1792305,2015,102,0.25,44.12888889,-86.39583333
1792306,2015,243,0.1,44.22527778,-86.04333333
1792307,2015,143,5.0,44.31972222,-85.97333333
1792308,2015,277,0.1,44.2625,-86.025
1792309,2015,122,0.3,43.87472222,-86.14194444
1792310,2015,128,1.0,43.80277778,-86.18305556
1792311,2015,139,4.8,44.44916667,-83.55583333
1792312,2015,124,0.01,46.21666667,-89.29611111
1792313,2015,107,0.25,46.23222222,-88.71666667
1792325,2015,250,0.1,46.39277778,-84.75916667
1792326,2015,108,1.0,46.17444444,-84.99583333
1792327,2015,148,0.25,46.41527778,-84.96722222
1792328,2015,169,0.1,45.90444444,-84.85416667
1792329,2015,123,23.0,46.10777778,-84.95833333
1793637,2015,115,0.25,44.21444444,-86.33777778
1793638,2015,108,0.5,43.82666667,-85.85055556
1793639,2015,102,4.0,43.69277778,-85.82777778
1793640,2015,208,0.1,43.89972222,-85.84527778
1793641,2015,208,0.1,43.90388889,-85.84916667
1793642,2015,108,3.3,44.46,-83.915
1793643,2015,199,0.17,44.40694444,-84.16583333
1793644,2015,123,1.23,44.51194444,-83.65166667
1793645,2015,136,1.5,44.35333333,-83.62027778
1793646,2015,217,0.01,44.26444444,-83.53638889
1793647,2015,105,0.2,44.48277778,-83.85611111
1793648,2015,88,0.6,44.37833333,-83.79972222
1793649,2015,106,0.22,44.27888889,-83.69166667
1793650,2015,101,1.4,44.425,-83.38027778
1793651,2015,104,3.7,44.31277778,-83.78388889
1793652,2015,141,0.1,44.27638889,-83.44972222
1793653,2015,109,1.0,43.90611111,-85.84611111
1793654,2015,109,1.0,43.81694444,-85.96222222
1793655,2015,142,0.1,44.13888889,-85.82527778
1793656,2015,105,0.1,43.84972222,-85.96138889
1793657,2015,134,0.5,43.86611111,-85.76611111
1793658,2015,123,0.5,43.845,-85.94833333
1793659,2015,122,0.1,43.90222222,-85.83888889
1793660,2015,122,0.1,43.86111111,-85.76972222
1793661,2015,154,0.25,43.85361111,-85.96861111
1793662,2015,124,0.25,44.08638889,-86.17888889
1793663,2015,212,0.25,43.94861111,-86.10416667
1793664,2015,90,1.0,44.10138889,-86.19027778
1793665,2015,211,1.0,44.09666667,-86.27972222
1793666,2015,83,2.0,43.98972222,-86.07138889
1793667,2015,96,0.1,43.94583333,-86.07555556
1793668,2015,92,2.0,43.79944444,-85.79083333
1793669,2015,108,0.25,43.57555556,-85.81277778
1793670,2015,109,0.1,43.40388889,-85.81055556
1793671,2015,102,0.42,43.52638889,-85.76416667
1793672,2015,108,1.5,43.46916667,-85.66583333
1793673,2015,83,0.1,43.38027778,-85.72472222
1793674,2015,105,0.5,43.64777778,-86.01888889
1793675,2015,122,0.1,43.60277778,-85.77138889
1793676,2015,81,2.0,43.75666667,-85.64111111
1793677,2015,116,0.1,43.40638889,-85.77055556
1793678,2015,118,0.5,43.39916667,-85.80222222
1793679,2015,213,1.0,43.64166667,-86.03916667
1793680,2015,83,0.1,43.45305556,-85.605
1793681,2015,108,4.1,43.58305556,-85.74583333
1793682,2015,116,0.5,43.80583333,-85.85138889
1793683,2015,94,1.0,43.39527778,-85.58305556
1793684,2015,122,0.5,43.38305556,-85.74527778
1793685,2015,144,0.5,43.48388889,-85.61416667
